date,lang,grouping_eng,e_interest_eng,e_p1_eng,e_p2_eng,e_p3_eng,e_p4_eng,e_p5_eng,e_g1_eng,e_g2_eng,e_g3_eng,e_g4_eng,e_g5_eng,e_g6_eng,c_interest_eng,c_p1_eng,c_p2_eng,c_p3_eng,c_p4_eng,c_p5_eng,c_g1_eng,c_g2_eng,c_g3_eng,c_g4_eng,c_g5_eng,c_g6_eng,c_invest_eng,ec_neighb_eng,ec_loc_eng,ec_gender_eng,ec_age_eng,ec_edu_eng,grouping_nl,e_interest_nl,e_p1_nl,e_p2_nl,e_p3_nl,e_p4_nl,e_p5_nl,e_g1_nl,e_g2_nl,e_g3_nl,e_g4_nl,e_g5_nl,e_g6_nl,c_interest_nl,c_p1_nl,c_p2_nl,c_p3_nl,c_p4_nl,c_p5_nl,c_g1_nl,c_g2_nl,c_g3_nl,c_g4_nl,c_g5_nl,c_g6_nl,c_invest_nl,ec_neighb_nl,ec_loc_nl,ec_gender_nl,ec_age_nl,ec_edu_nl,grouping_fr,e_interest_fr,e_p1_fr,e_p2_fr,e_p3_fr,e_p4_fr,e_p5_fr,e_g1_fr,e_g2_fr,e_g3_fr,e_g4_fr,e_g5_fr,e_g6_fr,c_interest_fr,c_p1_fr,c_p2_fr,c_p3_fr,c_p4_fr,c_p5_fr,c_g1_fr,c_g2_fr,c_g3_fr,c_g4_fr,c_g5_fr,c_g6_fr,c_invest_fr,ec_neighb_fr,ec_loc_fr,ec_gender_fr,ec_age_fr,ec_edu_fr
"2018/05/17 4:52:19 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Sans opinion","D'accord","D'accord","Pas d'accord","Sans opinion","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Sans opinion","","","","","","","","","","","","","","D'accord","Flandre","Un homme","45-54 ans.","Master"
"2018/05/17 5:00:09 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas du tout d'accord","Tout à fait d'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","Sans opinion","D'accord","0€","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/17 5:23:07 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","D'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Sans opinion","D'accord","Pas d'accord","Sans opinion","1 - 99€ /an","Pas du tout d'accord","Flandre","Une femme","25-34 ans.","Bachelier"
"2018/05/17 5:46:20 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je suis prêt.e à rejoindre une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Pas d'accord","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Master"
"2018/05/17 7:06:09 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Sans opinion","D'accord","D'accord","Sans opinion","D'accord","Sans opinion","D'accord","Sans opinion","Sans opinion","0€","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Diplôme secondaire"
"2018/05/17 7:07:51 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Pas du tout d'accord","Sans opinion","Tout à fait d'accord","Sans opinion","D'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","1 - 99€ /an","D'accord","Flandre","Une femme","18-24 ans.","Bachelier"
"2018/05/17 7:32:33 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas du tout d'accord","D'accord","D'accord","Sans opinion","Pas d'accord","0€","D'accord","Bruxelles-Capitale","Un homme","18-24 ans.","Master"
"2018/05/17 8:21:52 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas du tout d'accord","Pas d'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","Pas d'accord","0€","Pas d'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Diplôme secondaire"
"2018/05/17 11:05:09 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","D'accord","D'accord","D'accord","Tout à fait d'accord","Sans opinion","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/18 12:02:18 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","Sans opinion","Pas d'accord","Sans opinion","D'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Sans opinion","0€","D'accord","Wallonie","Une femme","25-34 ans.","Primaire ou sans diplôme"
"2018/05/18 9:00:15 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Sans opinion","D'accord","Pas d'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Sans opinion","Tout à fait d'accord","Sans opinion","Sans opinion","","","","","","","","","","","","","","Tout à fait d'accord","Bruxelles-Capitale","Une femme","55-64 ans.","Bachelier"
"2018/05/18 11:05:58 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","Pas d'accord","D'accord","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","1 - 99€ /an","D'accord","Bruxelles-Capitale","Une femme","35-44 ans.","Master"
"2018/05/18 12:22:49 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je ne suis pas intéressé.e par les initiatives citoyennes","Pas du tout d'accord","Pas du tout d'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","0€","Pas du tout d'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/18 1:06:37 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je ne suis pas intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","Pas du tout d'accord","Tout à fait d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","Tout à fait d'accord","","","","","","","","","","","","","","Sans opinion","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/18 2:05:18 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je ne suis pas intéressé.e par les initiatives citoyennes","Sans opinion","Pas du tout d'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","D'accord","Sans opinion","Pas d'accord","Sans opinion","Sans opinion","0€","Pas du tout d'accord","Bruxelles-Capitale","Un homme","18-24 ans.","Master"
"2018/05/18 2:11:58 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","Tout à fait d'accord","Sans opinion","Sans opinion","Pas d'accord","Sans opinion","Pas d'accord","Pas d'accord","100 - 199€ /an","Pas du tout d'accord","Wallonie","Une femme","18-24 ans.","Bachelier"
"2018/05/18 9:35:12 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","0€","D'accord","Bruxelles-Capitale","Un homme","35-44 ans.","Master"
